,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
212,@wineschach,Spain,Clos Gebrat 2011 Red (Priorat),"Stalky aromas infiltrate schisty plum and berry scents, while in the mouth this Garnacha-led blend of five grapes is jammy feeling. Stalky, roasted berry flavors are strong, while the finish is stalky tasting and gritty in feel.",,86,20.0,Catalonia,Priorat,,Clos Gebrat,Red Blend,"Sentiment(polarity=0.21666666666666665, subjectivity=0.7416666666666667)"
213,@mattkettmann,US,Armitage 2013 Mt. Roberta Reserve Pinot Noir (Santa Cruz Mountains),"Bottled with a trippy-looking label that promotes the brand's spiritual bent, this wine has a nose that conveys elegant eucalyptus, purple flowers, fresh pomegranate, wild mint, sage and pencil shavings. Savory roasting herbs and spice show on the palate, from black pepper to oregano and thyme, then warm up toward cherry pie with black cardamom. It finishes crisp.",Mt. Roberta Reserve,92,55.0,California,Santa Cruz Mountains,Central Coast,Armitage,Pinot Noir,"Sentiment(polarity=0.17708333333333334, subjectivity=0.4895833333333333)"
214,@vossroger,France,Château du Cèdre 2011 Cedrus Malbec,"The lightest wine in the range of wines produced at Château du Cèdre, this is dominated by sweet, soft red fruit. Attractive, bright and fruity, this is ready for drinking now.",Cedrus,86,11.0,Southwest France,,,Château du Cèdre,Malbec,"Sentiment(polarity=0.3583333333333334, subjectivity=0.5499999999999999)"
215,,US,Clone 7 2008 Reserve Cuvée Cabernet Sauvignon (Napa Valley),"Shows all the hallmarks of a modern Napa wine of high quality. Although it's quite dry, it's rich in crushed ripe blackberries, in good alignment with smoky new oak. The tannins are smooth and complex, the acidity just fine. Really a lovely bottle of red wine, although a touch of superripeness may limit ageability.",Reserve Cuvée,91,20.0,California,Napa Valley,Napa,Clone 7,Cabernet Sauvignon,"Sentiment(polarity=0.20178030303030303, subjectivity=0.45787878787878794)"
216,@vboone,US,Gary Farrell 2013 Olivet Lane Vineyard Chardonnay (Russian River Valley),"Almond and anise open what evolves into a concentrated expression of a stellar vineyard site in a great vintage in good winemaking hands. Honey and baked peach initially fool the palate into anticipating that this wine might head into full-blown hedonism, but subtle layers of lemon, grapefruit and pear keep it crisp, fresh and ultimately complex. Creamy, it retains plenty of acidity for balance.",Olivet Lane Vineyard,94,45.0,California,Russian River Valley,Sonoma,Gary Farrell,Chardonnay,"Sentiment(polarity=0.1851851851851852, subjectivity=0.4351851851851852)"
217,@vossroger,Portugal,CARM 2013 Reserva Red (Douro),"With 18 months in French and American oak, this wine is structured with concentrated tannins under its bright, juicy blackberry fruit. Still young and brightly acidic, it's drinkable now but will be better from 2019.",Reserva,90,22.0,Douro,,,CARM,Portuguese Red,"Sentiment(polarity=0.3333333333333333, subjectivity=0.4166666666666667)"
218,@paulgwine ,US,Chateau Ste. Michelle 2008 Indian Wells Cabernet Sauvignon (Columbia Valley (WA)),"This should prove to be quite popular, as it's loaded with blackberry and sweet black cherry fruit flavors. It carries the fruit with stiff but polished tannins, and brings in accents of licorice, coffee and dark chocolate. Nothing is overdone; the balance here is just right, and the addition of 16% Syrah brings with it a dash of pepper.",Indian Wells,87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Chateau Ste. Michelle,Cabernet Sauvignon,"Sentiment(polarity=0.11746031746031745, subjectivity=0.5698412698412698)"
219,@vossroger,France,Château de Pizay 2013 Château de Saint Lager  (Brouilly),"Ripe and full of fruit, the wine also has a firmer tannic structure that gives concentration. The rich cherry and red plum fruits show strongly through the drier core, adding their rounded feel and contrasting with the acidity that comes through at the end.",Château de Saint Lager,87,18.0,Beaujolais,Brouilly,,Château de Pizay,Gamay,"Sentiment(polarity=0.2895833333333333, subjectivity=0.5083333333333333)"
220,@kerinokeefe,Italy,Zenato 2009 Riserva Sergio Zenato  (Amarone della Valpolicella Classico),"Aromas of espresso, black pepper, oak, chocolate and blackberry jam waft out of the glass. The dense, concentrated palate delivers brandied black cherry, licorice, raisin and coffee alongside firm, gripping tannins that leave the palate dry on the finish. Give the tannins another two or three years to unwind and then enjoy.",Riserva Sergio Zenato,92,107.0,Veneto,Amarone della Valpolicella Classico,,Zenato,Red Blend,"Sentiment(polarity=0.05000000000000001, subjectivity=0.5611111111111111)"
221,,US,Linden 2009 Hardscrabble Chardonnay (Virginia),"Winemaker Jim Law has fashioned a finessed Chardonnay that offers impressive purity and minerality, bearing Burgundian-like qualities. Notes of pear, green apple, kiwi and white currant are offset by a lemon-lime edge. It's all layered with streaks of blonde caramel and toasted hazelnut that add richness. The palate is clean, linear and vibrant, with a modicum of clove and a vein of liquid stone. The finish remains fresh and lifted.",Hardscrabble,90,33.0,Virginia,Virginia,,Linden,Chardonnay,"Sentiment(polarity=0.2166666666666667, subjectivity=0.3541666666666667)"
222,@kerinokeefe,Italy,Casa Belfi NV Bianco White (Delle Venezie),"A blend of organically farmed Chardonnay and Incrocio Manzoni, partly fermented and aged in terra-cotta amphora, this unusual but intriguing wine opens with aromas of Bartlett pear, pressed white flower and tangerine zest. The aromas carry over to the lively cloudy palate together with a touch of ginger and a hint of sea salt. Bright acidity lends balance.",Bianco,89,,Northeastern Italy,Delle Venezie,,Casa Belfi,White Blend,"Sentiment(polarity=0.20606060606060606, subjectivity=0.5166666666666666)"
223,@paulgwine ,US,Lauren Ashton Cellars 2011 Cuvée Estelle Red (Columbia Valley (WA)),"Merlot is the principal grape here, with Cabernet Sauvignon and Petit Verdot filling out the blend. This is an elegant, sculpted wine, built upon a sturdy foundation of supple, ripe Columbia Valley fruit. Raspberry and cherry flavors get a spicy lift from the Petit Verdot, while the Cabernet adds focus and heft to the tannins.",Cuvée Estelle,93,50.0,Washington,Columbia Valley (WA),Columbia Valley,Lauren Ashton Cellars,Bordeaux-style Red Blend,"Sentiment(polarity=0.5, subjectivity=1.0)"
224,,US,Vine Cliff 2007 Cabernet Sauvignon (Napa Valley),"Aging may make this Cabernet more harmonious than it is now. It's a dramatic wine, ripe in blackberries and cassis, rich in oak, and with smooth, intricate tannins. Yet it's klutzy now, almost rude, like a gawky teenager who's growing too fast. Give it 4–5 years to mellow.",,89,55.0,California,Napa Valley,Napa,Vine Cliff,Cabernet Sauvignon,"Sentiment(polarity=0.027380952380952388, subjectivity=0.6428571428571429)"
225,@paulgwine ,US,Tumwater 2014 Hirschy Vineyard Reserve Pinot Noir,"This astringent mineral-soaked wine gathers itself around tart raspberry fruit. Youthful and compact, it shows little trace of the 18% new oak in which it was aged. This seems likely to show further improvement with additional bottle age and softening.",Hirschy Vineyard Reserve,90,55.0,Oregon,Willamette Valley,,Tumwater,Pinot Noir,"Sentiment(polarity=-0.03022727272727273, subjectivity=0.5709090909090909)"
226,,US,Qupé 2006 Bien Nacido Hillside Estate Syrah (Santa Maria Valley),"Delicious, dry and complex, with wild blackberry, Provençal herb, white pepper and sandalwood flavors. Feels elegant, but too soft, lacking the structural integrity a fine wine needs. Drink now.",Bien Nacido Hillside Estate,87,40.0,California,Santa Maria Valley,Central Coast,Qupé,Syrah,"Sentiment(polarity=0.21875000000000003, subjectivity=0.53125)"
227,@kerinokeefe,Italy,Castellare di Castellina 2013 Poggio ai Merli Merlot (Toscana),"Made entirely with Merlot, this densely extracted wine opens with aromas of toasted oak, black currants and vanilla. The tightly packed palate delivers dried blackberries, tobacco, espresso and licorice alongside raspy wood tannins that leave an astringent finish. It lacks the fruit richness to stand up to the heavy oak influence.",Poggio ai Merli,88,110.0,Tuscany,Toscana,,Castellare di Castellina,Merlot,"Sentiment(polarity=-0.14904761904761904, subjectivity=0.48880952380952386)"
228,@gordone_cellars,US,Tinto Rey 2016 Rosé (Dunnigan Hills),"One of the more substantial examples of rosé, this smooth and medium-bodied wine has a copper-pink color and the heft of a light red wine. The plummy flavors fill the mouth nicely, and the wine feels round and broad on the palate.",,89,16.0,California,Dunnigan Hills,Central Valley,Tinto Rey,Rosé,"Sentiment(polarity=0.2517857142857143, subjectivity=0.4875)"
229,@wineschach,Chile,Veranda 2015 Chardonnay (Bío Bío Valley),"Aromas of burnt wood, saline solution and mealy fruit do not impress. This feels both resiny and acidic, while flavors of oak and salty white fruits finish with a final coating of unappealing oak.",,82,17.0,Bío Bío Valley,,,Veranda,Chardonnay,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.5)"
230,@wineschach,Chile,Santa Ema 2011 Catalina Red (Maipo Valley),"With tight, crisp aromas of berry fruit, toast, mineral and mint, this Cabernet Sauvignon blend is high toned—coming across racy and snappy. Jumpy, lively plum and raspberry flavors are backed by leafy, herbal notes and resiny oak. A spicy mint finish concludes this energetic yet oaky blend. Drink through 2021.",Catalina,90,50.0,Maipo Valley,,,Santa Ema,Red Blend,"Sentiment(polarity=0.17355844155844155, subjectivity=0.4484761904761904)"
231,,US,Demetria 2005 Cuvée Sandra Pinot Noir (Sta. Rita Hills),"From the former Ashley's Vineyard, one of the best-known in the AVA, comes this very ripe, extracted Pinot Noir. Tastes like it had a long hangtime, getting ripe to the point of baked pie-filling cherries and puréed, smoky, almost raisined blackberries. The tradeoff for all this richness is softness and a resulting one-dimensionality.",Cuvée Sandra,86,55.0,California,Sta. Rita Hills,Central Coast,Demetria,Pinot Noir,"Sentiment(polarity=0.05000000000000001, subjectivity=0.2333333333333333)"
232,@vossroger,France,Château Palmer 2006  Margaux,"A big, brooding wine, the fruit ripe and dense. Richness surrounds structure, giving a sumptuous layer to the dusty tannins. Flavors of currants, spice and juicy berries flow through the wine, giving power and suavity. The freshness of 2006 shows on the finish of this important wine.",,94,,Bordeaux,Margaux,,Château Palmer,Bordeaux-style Red Blend,"Sentiment(polarity=0.0, subjectivity=0.5666666666666667)"
233,@kerinokeefe,Italy,Nera 2010 Inferno Efesto  (Valtellina Superiore),"Perfumed berry, violet and Alpine herb aromas come together in the glass. The elegant, structured palate offers wild cherries, crushed strawberries, grilled sage and anise alongside fine-grained tannins and fresh acidity. It's bright, balanced and silky smooth. Drink through 2017.",Inferno Efesto,90,29.0,Lombardy,Valtellina Superiore,,Nera,Nebbiolo,"Sentiment(polarity=0.2857142857142857, subjectivity=0.4714285714285714)"
234,@wineschach,Argentina,Espuela del Gaucho 2009 Malbec (Mendoza),"Solid to start out, with mostly clean, fresh berry aromas and some medicinality. The palate is snappy, juicy and clean, with black cherry, plum and berry flavors. Forward on the finish, and composed for what is essentially a standard Malbec.",,86,13.0,Mendoza Province,Mendoza,,Espuela del Gaucho,Malbec,"Sentiment(polarity=0.14444444444444446, subjectivity=0.4055555555555556)"
235,@paulgwine ,US,Waterbrook 2010 Reserve Chardonnay (Columbia Valley (WA)),"Strong scents and flavors of oak and spice mask the fruit. It feels a bit flat on the palate, as if heading toward early oxidation. The oak and butterscotch flavors carry through onto the finish. Two bottles tasted.",Reserve,87,15.0,Washington,Columbia Valley (WA),Columbia Valley,Waterbrook,Chardonnay,"Sentiment(polarity=0.16944444444444443, subjectivity=0.38611111111111107)"
236,@paulgwine ,US,Soléna 2013 Hyland Pinot Noir (McMinnville),"This is a bright mix of brambly berry, peppery herb, pine sap and tree bark. It definitely falls into the herbal/forest style of Oregon Pinot, with tart, spicy fruit in the background.",Hyland,88,50.0,Oregon,McMinnville,Willamette Valley,Soléna,Pinot Noir,"Sentiment(polarity=0.20000000000000004, subjectivity=0.6)"
237,,US,Peters Family 2006 Sonoma Stage Vineyard Chardonnay (Sonoma Coast),"Previous vintages tasted more balanced than this super-oaky one. The wood erupts from the glass, suggestive of caramel, buttered popcorn, vanilla cream pie and charcoal, overwhelming what seems to be a perfectly nice wine. Some folks will love it. Others will find it the poster child of overoaked California Chard.",Sonoma Stage Vineyard,86,42.0,California,Sonoma Coast,Sonoma,Peters Family,Chardonnay,"Sentiment(polarity=0.38666666666666666, subjectivity=0.6533333333333333)"
238,@kerinokeefe,Italy,Grattamacco 2011  Bolgheri Superiore,"Aromas of violet, underbrush, graphite, mature dark fruit and Asian spice lead the nose on this blend of 65% Cabernet Sauvignon, 20% Merlot and 15% Sangiovese. The ripe, smooth palate offers crushed plum, black cherry, clove and ground pepper alongside velvety tannins.",,93,108.0,Tuscany,Bolgheri Superiore,,Grattamacco,Red Blend,"Sentiment(polarity=0.026190476190476205, subjectivity=0.21904761904761907)"
239,@paulgwine ,US,Fullerton 2015 Five Faces Pinot Noir (Willamette Valley),"This well-made blend aged in 20% new French oak showcases red fruit, with cracker, coffee and earth suggestions. A hint of alcoholic heat comes through on the finish.",Five Faces,89,33.0,Oregon,Willamette Valley,Willamette Valley,Fullerton,Pinot Noir,"Sentiment(polarity=-0.04272727272727273, subjectivity=0.2709090909090909)"
240,,Italy,Seghesio 2006 Vigneto La Villa  (Barolo),"Vigneto La Villa opens with ripe, pulpy fruit and fresh aromas of plum, blackberry, crushed mineral and exotic spice. The wine takes on a ruby color and there is slight browning on the edges. The mouthfeel shows great balance between the fresh acidity and drying tannins. A Marc de Grazia selection; various American importers.",Vigneto La Villa,91,,Piedmont,Barolo,,Seghesio,Nebbiolo,"Sentiment(polarity=0.2041666666666667, subjectivity=0.4395833333333333)"
